"age","work.class","final.weight","education","years.school","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","income","income.g50"
28," Private",411950," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
28," Private",196690," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
27," Private",220754," Doctorate",16," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," United-States"," <=50K",0
58," Self-emp-not-inc",193434," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",20," United-States"," <=50K",0
52," Local-gov",84808," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
24," Private",64167," Assoc-voc",11," Never-married"," Tech-support"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
55," Self-emp-not-inc",200939," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",72," United-States"," <=50K",0
54," Local-gov",137678," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K",0
40," ?",170649," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",8," United-States"," <=50K",0
51," Self-emp-inc",258735," HS-grad",9," Divorced"," Protective-serv"," Not-in-family"," White"," Male",81," United-States"," <=50K",0
19," Private",198663," HS-grad",9," Never-married"," Tech-support"," Own-child"," White"," Male",40," United-States"," <=50K",0
20," ?",201490," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",40," United-States"," <=50K",0
41," Self-emp-not-inc",238184," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Wife"," White"," Female",40," United-States"," <=50K",0
56," Private",56331," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",32," United-States"," <=50K",0
31," Private",143653," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," United-States"," <=50K",0
45," Private",249935," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," United-States"," <=50K",0
23," Private",230704," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",22," United-States"," <=50K",0
36," Private",326886," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
32," Private",171215," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",48," United-States"," <=50K",0
33," Private",53373," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",35," United-States"," <=50K",0
34," Private",37646," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",65," United-States"," <=50K",0
28," Private",263728," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
28," Private",155621," 5th-6th",3," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," Columbia"," <=50K",0
22," Private",153516," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
21," Private",267040," 10th",6," Never-married"," Prof-specialty"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
34," Private",98283," Prof-school",15," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Male",40," India"," >50K",1
29," State-gov",95423," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",36," United-States"," <=50K",0
26," Private",208122," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
17," Private",167658," 12th",8," Never-married"," Sales"," Own-child"," White"," Female",6," United-States"," <=50K",0
48," Self-emp-not-inc",209057," Bachelors",13," Married-spouse-absent"," Sales"," Own-child"," White"," Male",50," United-States"," >50K",1
67," Self-emp-not-inc",36876," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",55," United-States"," <=50K",0
31," Self-emp-not-inc",323020," Some-college",10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",30," United-States"," <=50K",0
55," Self-emp-not-inc",184702," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K",0
37," Self-emp-not-inc",119929," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
34," Private",200117," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
29," Private",82393," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," Asian-Pac-Islander"," Male",40," Germany"," <=50K",0
39," Private",204527," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," >50K",1
32," Local-gov",250585," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",50," United-States"," <=50K",0
47," Self-emp-not-inc",168109," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," United-States"," >50K",1
20," Private",285295," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Female",40," ?"," <=50K",0
48," Private",398843," Some-college",10," Separated"," Sales"," Unmarried"," Black"," Female",35," United-States"," <=50K",0
27," Private",167501," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",40," United-States"," <=50K",0
23," Private",186014," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",15," United-States"," <=50K",0
40," Private",439919," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," Mexico"," <=50K",0
19," Private",213024," 12th",8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K",0
26," Private",177147," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",65," United-States"," <=50K",0
39," Private",32650," Assoc-voc",11," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",60," United-States"," <=50K",0
37," Private",212512," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",50," United-States"," <=50K",0
53," Private",346871," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",46," United-States"," >50K",1
49," Self-emp-not-inc",127921," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
48," Private",125120," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",55," United-States"," <=50K",0
39," Private",176296," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," United-States"," >50K",1
27," Private",146460," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
59," Private",182062," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K",0
31," Private",169122," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," <=50K",0
27," Private",377680," Assoc-voc",11," Never-married"," Sales"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
30," Private",248584," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
36," Private",146311," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
31," State-gov",77634," Preschool",1," Never-married"," Other-service"," Not-in-family"," White"," Male",24," United-States"," <=50K",0
44," Private",107218," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",40," United-States"," <=50K",0
42," Local-gov",201723," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
31," Private",183778," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
43," Private",247880," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
62," Private",155094," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",45," United-States"," >50K",1
53," Private",163678," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
38," Private",100375," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," United-States"," >50K",1
34," Private",167497," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",50," United-States"," >50K",1
41," Self-emp-not-inc",190290," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
21," Private",344891," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Male",20," United-States"," <=50K",0
47," Private",185399," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",38," United-States"," <=50K",0
51," Private",56915," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",40," United-States"," <=50K",0
38," Private",169469," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",80," United-States"," <=50K",0
37," Self-emp-not-inc",352882," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",70," South"," >50K",1
34," Private",114639," Some-college",10," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",20," United-States"," <=50K",0
35," Local-gov",145308," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K",0
31," Federal-gov",113688," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",40," United-States"," <=50K",0
33," Federal-gov",29617," Some-college",10," Divorced"," Other-service"," Not-in-family"," Black"," Male",40," United-States"," <=50K",0
43," Private",409922," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
44," Self-emp-inc",398473," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",70," United-States"," >50K",1
30," Private",341346," 11th",7," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K",0
34," Self-emp-not-inc",254304," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",90," United-States"," <=50K",0
27," State-gov",206889," Assoc-acdm",12," Never-married"," Protective-serv"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
35," Private",126675," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",46," ?"," <=50K",0
46," Private",177633," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",50," United-States"," >50K",1
67," Private",154035," HS-grad",9," Widowed"," Handlers-cleaners"," Other-relative"," Black"," Male",32," United-States"," <=50K",0
26," Local-gov",192213," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," Canada"," <=50K",0
36," Private",128516," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," >50K",1
58," Private",142158," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," White"," Female",35," United-States"," <=50K",0
49," Federal-gov",229376," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," >50K",1
27," Private",194690," 9th",5," Never-married"," Other-service"," Own-child"," White"," Male",50," Mexico"," <=50K",0
61," Private",181219," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
25," Local-gov",197728," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",20," United-States"," <=50K",0
39," Local-gov",327435," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Female",40," United-States"," <=50K",0
45," Private",175958," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
35," Self-emp-inc",185621," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",60," United-States"," >50K",1
42," Local-gov",201495," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",72," United-States"," >50K",1
37," Private",227597," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
41," Private",384508," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
33," Private",276221," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K",0
27," Private",85126," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
39," Private",61178," Bachelors",13," Divorced"," Adm-clerical"," Unmarried"," White"," Male",40," United-States"," <=50K",0
37," Private",291981," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
47," Private",184005," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," Amer-Indian-Eskimo"," Female",45," United-States"," <=50K",0
33," Private",252168," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," United-States"," <=50K",0
45," Private",220213," HS-grad",9," Widowed"," Craft-repair"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
59," Local-gov",102442," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",45," United-States"," >50K",1
59," Private",530099," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",55," United-States"," >50K",1
29," Private",383402," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Female",35," United-States"," <=50K",0
30," ?",103651," 11th",7," Married-civ-spouse"," ?"," Husband"," White"," Male",35," United-States"," <=50K",0
31," Private",120460," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," United-States"," >50K",1
30," State-gov",193380," Bachelors",13," Never-married"," Prof-specialty"," Other-relative"," White"," Male",35," United-States"," <=50K",0
24," Private",267945," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," United-States"," <=50K",0
41," Private",183105," HS-grad",9," Separated"," Machine-op-inspct"," Unmarried"," White"," Female",44," Cuba"," <=50K",0
35," Private",112512," HS-grad",9," Widowed"," Other-service"," Own-child"," White"," Female",40," United-States"," <=50K",0
24," Private",188925," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
37," Private",298539," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",55," United-States"," >50K",1
51," Private",106151," 11th",7," Divorced"," Transport-moving"," Own-child"," White"," Male",40," United-States"," <=50K",0
46," Self-emp-inc",278322," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," <=50K",0
19," ?",112780," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",30," United-States"," <=50K",0
29," Private",22641," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Amer-Indian-Eskimo"," Male",45," United-States"," <=50K",0
38," Private",198216," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," United-States"," <=50K",0
36," Private",268620," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",33," United-States"," <=50K",0
28," Private",77009," 7th-8th",4," Divorced"," Other-service"," Unmarried"," White"," Female",50," United-States"," <=50K",0
34," Private",102858," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Male",40," United-States"," <=50K",0
34," State-gov",278378," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," United-States"," <=50K",0
36," Private",131239," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," United-States"," >50K",1
37," Local-gov",117683," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," <=50K",0
41," Self-emp-not-inc",197176," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",75," United-States"," >50K",1
70," ?",230816," Assoc-voc",11," Never-married"," ?"," Not-in-family"," White"," Male",30," United-States"," <=50K",0
28," Federal-gov",183445," HS-grad",9," Never-married"," Exec-managerial"," Unmarried"," White"," Female",70," Puerto-Rico"," <=50K",0
53," Private",251675," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," El-Salvador"," <=50K",0
35," Private",417136," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," Black"," Male",40," United-States"," <=50K",0
44," Private",106698," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",40," United-States"," <=50K",0
60," Private",39352," 7th-8th",4," Never-married"," Transport-moving"," Not-in-family"," White"," Male",48," United-States"," >50K",1
26," State-gov",109193," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
38," Private",175232," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
20," Private",745817," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",15," United-States"," <=50K",0
25," Private",220284," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," White"," Male",40," Mexico"," <=50K",0
50," Local-gov",145166," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
59," Private",193335," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
40," Private",163215," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," >50K",1
19," ?",242001," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",40," United-States"," <=50K",0
20," Private",228686," 11th",7," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K",0
29," State-gov",106972," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",35," United-States"," <=50K",0
29," State-gov",309620," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",20," Taiwan"," <=50K",0
58," Self-emp-inc",182062," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",24," United-States"," >50K",1
19," Private",127709," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," Black"," Male",30," United-States"," <=50K",0
20," Private",124751," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",24," United-States"," <=50K",0
26," Private",302603," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",45," United-States"," <=50K",0
62," Private",210142," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
47," Private",201865," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
59," State-gov",186308," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," <=50K",0
43," Local-gov",231964," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K",0
36," Private",358682," Bachelors",13," Never-married"," Exec-managerial"," Other-relative"," White"," Male",50," ?"," <=50K",0
30," Private",205152," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
46," Private",33109," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
48," Self-emp-not-inc",370119," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
32," Private",192565," 11th",7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",55," United-States"," <=50K",0
31," Private",509364," 5th-6th",3," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",45," Mexico"," <=50K",0
50," Private",187465," 11th",7," Divorced"," Sales"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
34," Private",106014," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
24," ?",172152," Bachelors",13," Never-married"," ?"," Not-in-family"," Asian-Pac-Islander"," Male",25," Taiwan"," <=50K",0
60," ?",141580," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",50," United-States"," >50K",1
48," Private",229846," Assoc-voc",11," Divorced"," Other-service"," Not-in-family"," White"," Female",40," ?"," <=50K",0
32," Private",165226," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
37," Private",281751," Some-college",10," Divorced"," Other-service"," Unmarried"," White"," Female",30," United-States"," <=50K",0
57," Local-gov",215175," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," United-States"," <=50K",0
41," Private",147206," 12th",8," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," >50K",1
36," Private",262688," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Black"," Male",50," United-States"," >50K",1
76," Self-emp-not-inc",174309," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",10," United-States"," <=50K",0
37," Private",241962," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K",0
33," Local-gov",254935," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",45," United-States"," <=50K",0
25," Private",344991," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
25," Private",288185," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," Mexico"," <=50K",0
29," Private",144592," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," >50K",1
19," Private",217769," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",15," United-States"," <=50K",0
35," Private",222989," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",30," United-States"," <=50K",0
63," Private",206052," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
19," Private",63363," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",30," United-States"," <=50K",0
44," Private",379919," Assoc-acdm",12," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," United-States"," >50K",1
18," Private",270502," 11th",7," Never-married"," Exec-managerial"," Own-child"," White"," Female",20," United-States"," <=50K",0
53," Private",355802," Some-college",10," Widowed"," Sales"," Unmarried"," White"," Female",30," United-States"," <=50K",0
31," Private",178841," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
28," ?",113635," 11th",7," Never-married"," ?"," Not-in-family"," White"," Male",30," United-States"," <=50K",0
26," Private",284078," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
20," ?",169184," Some-college",10," Never-married"," ?"," Other-relative"," Black"," Female",40," United-States"," <=50K",0
30," Private",333119," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
37," Private",127772," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
17," Private",108470," 11th",7," Never-married"," Other-service"," Own-child"," Black"," Male",17," United-States"," <=50K",0
26," Private",157028," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",55," United-States"," >50K",1
32," Private",168854," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," United-States"," >50K",1
32," Private",123253," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",42," United-States"," <=50K",0
26," Private",154966," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," Puerto-Rico"," <=50K",0
47," Private",256522," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," ?"," <=50K",0
42," Private",172297," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," >50K",1
52," Private",74660," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
70," Private",278139," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K",0
18," Private",141363," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
33," Federal-gov",129707," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
25," State-gov",262664," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," >50K",1
23," Private",695136," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",30," United-States"," <=50K",0
59," Private",50223," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
64," Private",149044," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",60," China"," <=50K",0
37," Private",103323," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
50," Self-emp-not-inc",219420," Doctorate",16," Divorced"," Sales"," Not-in-family"," White"," Male",64," United-States"," <=50K",0
36," Private",334291," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
45," Private",379393," Some-college",10," Divorced"," Tech-support"," Not-in-family"," White"," Female",45," United-States"," <=50K",0
40," Private",311534," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," >50K",1
44," Private",192976," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",40," United-States"," <=50K",0
27," Private",275110," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",80," United-States"," >50K",1
39," Local-gov",357173," Assoc-acdm",12," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",59," United-States"," <=50K",0
33," Private",231413," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K",0
46," Private",369538," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," >50K",1
37," Private",161141," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," Portugal"," >50K",1
48," Private",116641," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",45," United-States"," <=50K",0
36," Private",100681," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
36," ?",187167," HS-grad",9," Separated"," ?"," Not-in-family"," White"," Female",30," United-States"," <=50K",0
41," Private",253759," HS-grad",9," Never-married"," Sales"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
53," Private",113176," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
30," Self-emp-not-inc",85708," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
39," Local-gov",187127," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
47," Private",573583," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",48," Italy"," >50K",1
19," Private",156587," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",38," United-States"," <=50K",0
24," Private",89154," 9th",5," Never-married"," Other-service"," Not-in-family"," White"," Male",40," El-Salvador"," <=50K",0
49," Private",101825," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",40," United-States"," >50K",1
50," Private",195690," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",45," United-States"," <=50K",0
48," Private",108699," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
23," Private",227594," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",38," United-States"," <=50K",0
47," Federal-gov",31339," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K",0
29," Private",216481," Masters",14," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," United-States"," >50K",1
37," Private",164526," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K",0
54," Self-emp-not-inc",52634," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K",0
